sales_date,metric_name,amount
2024-12-24,Tips,40.50
2024-12-24,Amount collected,2328.76
2024-12-24,Unpaid balance,0.00
2024-12-25,Gross sales,0.00
2024-12-25,Refunds,0.00
2024-12-25,Net sales,0.00
2024-12-25,Overpayments,0.00
2024-12-25,Taxes expected,0.00
2024-12-25,Taxes collected,0.00
2024-12-25,Tips,0.00
2024-12-25,Amount collected,0.00
2024-12-25,Unpaid balance,0.00
2024-12-26,Gross sales,2839.75
2024-12-26,Refunds,0.00
2024-12-26,Net sales,2839.75
2024-12-26,Overpayments,0.00
2024-12-26,Taxes expected,260.67
2024-12-26,Taxes collected,260.67
2024-12-26,Tips,49.27
2024-12-26,Amount collected,3149.69
2024-12-26,Unpaid balance,0.00
2024-12-27,Gross sales,3620.06
2024-12-27,Refunds,0.00
2024-12-27,Net sales,3620.06
2024-12-27,Overpayments,0.00
2024-12-27,Taxes expected,328.97
2024-12-27,Taxes collected,328.97
2024-12-27,Tips,92.92
2024-12-27,Amount collected,4041.95
2024-12-27,Unpaid balance,0.00
2024-12-28,Gross sales,3388.87
2024-12-28,Refunds,0.00
2024-12-28,Net sales,3388.87
2024-12-28,Overpayments,0.00
2024-12-28,Taxes expected,307.43
2024-12-28,Taxes collected,307.43
2024-12-28,Tips,69.89
2024-12-28,Amount collected,3766.19
2024-12-28,Unpaid balance,0.00
2024-12-29,Gross sales,3309.92
2024-12-29,Refunds,0.00
2024-12-29,Net sales,3309.92
2024-12-29,Overpayments,0.00
2024-12-29,Taxes expected,303.53
2024-12-29,Taxes collected,303.53
2024-12-29,Tips,45.87
2024-12-29,Amount collected,3659.32
2024-12-29,Unpaid balance,0.00
2024-12-30,Gross sales,2296.05
2024-12-30,Refunds,0.00
2024-12-30,Net sales,2296.05
2024-12-30,Overpayments,0.00
2024-12-30,Taxes expected,210.67
2024-12-30,Taxes collected,210.67
2024-12-30,Tips,44.90
2024-12-30,Amount collected,2551.62
2024-12-30,Unpaid balance,0.00
2024-12-31,Gross sales,0.00
2024-12-31,Refunds,0.00
2024-12-31,Net sales,0.00
2024-12-31,Overpayments,0.00
2024-12-31,Taxes expected,0.00
2024-12-31,Taxes collected,0.00
2024-12-31,Tips,0.00
2024-12-31,Amount collected,0.00
2024-12-31,Unpaid balance,0.00
